feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,target
0.32355902009815185,0.8910249383931805,0.4393447373982964,0.9694740548662805,-0.9689828697463312,0.6915201171283072,1.6262877299550975,1.8701065445591478,-0.5255143227584824,1.7281537492649945,0.42179393512413527,-1.2497528490318799,-0.25952858155031194,0.403873035776001,1.6539565207428548,2.7096913698036427,2.9794835882588018,-0.11788928088095385,-1.738730541241278,1.0229954186697494,0.8797115880141497,1.0243758151846778,0.007958702285539814,0.24305391779186858,-1.5771426588371884,-1.286234857418167,-0.5536896870051018,1.2864515218227106,-0.6461811403835697,-0.41343909216967983,0
-0.3615511393969519,-2.472681681822774,-1.106425362603194,-0.38826503489147257,0.6128932809648536,0.37954296884307576,-0.9390227839981722,3.514989790183217,2.432875823880226,0.2053970518771997,0.6805924033667379,0.27888073480919373,0.7878391443966548,1.3257539088282368,-4.153901892451936,-0.6225855721513822,-0.4339704023187609,0.9245158991039198,0.553950038235172,-0.8036733083871098,0.30974777626209393,-0.33313662507947644,0.3179188133206272,-1.073802094597807,0.10940291244962744,1.7741982948905501,-1.2326438763264564,0.43787691308396637,1.8047073222485346,1.7012896884252118,1
-1.0730496966808407,-0.16657463766943137,1.902419765037716,-0.22221046735130098,0.49801957256680157,1.18173084510299,2.080851948047559,-1.221679823879451,4.4513875301988435,-0.5225481139150425,-0.7300168264434128,-1.8539520550241877,1.7786398462684505,0.41258824609019723,-3.881087939296566,-6.513531945410859,-3.277511425733377,-1.456885692287372,0.43230849867806687,-1.722920886157786,0.8792740448399579,1.353794375904445,-0.7827881483274356,2.4170489056544744,-0.17132655428653545,-0.7978137267949158,-1.8339732072706878,-1.213956226604255,4.059336399552649,2.9509976961296465,0
1.0355207071095145,1.149834471148137,0.0820822825913885,-1.0992443599105928,-1.1547424471590646,2.1364890041014815,-0.8822383631034689,-2.5922401540845943,2.2442144530566788,-1.844849607276439,0.5622697478488785,1.432276538495878,-0.5909272327913784,-0.9186525120195391,-0.13836034222342733,-9.382841809522233,-0.44049769372788855,-0.5579455569827839,1.262684389907301,0.581440327292833,0.9538437701518693,-0.4992717915293747,-0.5221838652002746,2.740590839868968,-1.2328592842487787,-1.9403948436820453,-1.2097061599452146,-2.3280170297645024,2.973871073553613,-2.3516232817603955,1
-0.20221249074798006,1.5160290172111985,-1.9992352980159647,-2.002953059750998,0.14492980277895404,1.196968403973375,0.4614447595212407,-7.896667275399746,0.9558832174637242,-1.2585633915138683,-0.7112352110240195,3.352807057271245,1.1727781985487922,0.567826597103298,-2.650978588699579,-3.8845803099250524,0.8979407324392423,-1.3399137345665812,1.7558157117114281,0.3677431106328767,6.33214926204164,-0.07994400315340873,-0.046318833648654585,2.548825994636987,1.2857609598271074,2.987071431753048,0.5543209712565252,-0.19190732311797878,1.79360962297585,3.493102490209507,1
-0.3377869957739919,0.13391461497770518,-1.0805658511872065,2.5591982704515712,0.10372448359496288,-0.637877638670909,0.14937029070412827,-2.8542488633421947,-1.0942042429439462,-2.131927310050637,0.5325538516744672,-0.4603633608580595,0.6480945964510239,0.3411287069850592,-4.266105466226219,-3.340109590665682,-1.886897667785297,-0.46261395802760163,-0.0657887520624826,0.1706090086761931,1.8414970471930023,0.6457676231068513,-0.08087017870191644,-3.3695985766083245,-0.3952783773647435,0.6368367280903326,0.13283365967695915,-0.5739906495364218,3.384052837907375,-2.7731588267278253,1
0.5286252984390151,0.5986452765379224,-0.13416644644163245,1.668844651986587,0.31602189115806845,-0.3381299106123331,0.26424332722980876,-5.699384226717976,0.9630627326643764,-2.161455685423755,0.3083598256028933,-0.7420874405771776,0.8660611854848275,0.5688197372107783,-7.077073337883221,-5.212820126578406,-1.8666018313051742,-2.2986692981093584,-0.45969924646095556,-0.7092598738016492,4.789442331161988,0.1325129751934072,-1.2295856923652013,-1.5605013742790936,-1.2151392190789456,1.860757700949486,0.9690625205567718,-0.12833209321050043,4.6418009470412045,-0.23814547742242187,1
0.6916393855460287,2.5943880246407556,1.2087041004369699,0.7894620047070958,-1.1569261283240977,2.218126182536111,0.19109763029276322,1.2999710562562101,-1.178812547026412,0.14504429729680124,0.43723445475764927,-0.899084680342763,-1.127781749984418,-0.17829937973109325,2.9447697580817795,3.307242677715574,2.766068131512575,0.5570271288346552,1.4600042743988797,-1.2011880430203912,-2.7105576225787646,-0.5422584314364978,0.37783501956211846,0.7936575700713401,0.6805687071055583,-0.6230400579662242,-1.205902926275894,0.9862664455573932,-4.284970986678124,-4.500017729083902,0
-0.2232751336257144,-0.9766184775848972,-1.2998127736534129,3.211560976480941,0.4494272779261517,-1.8541947696086003,0.15795430226285934,0.03915731113308346,2.1984428167092505,2.490434611679709,0.38673597337554,-0.5268602302052438,0.07723217747392987,0.32607475951472376,-0.94740186784509,-8.1535362856101,-2.5852919125655696,-0.6047343940286684,0.46203216071911074,-1.082558132654701,1.287326843334693,0.36280145013606185,0.2601247845864515,1.2702652728247557,-1.5168829061168547,-3.3058117295761624,0.7380611186726987,0.68341227615698,7.298395293212926,-0.833831746767751,0
-0.0767791767972604,-0.27500182907435533,2.282587039812196,0.6929765942608985,0.16773457746114806,1.0153163681805468,0.9261926708119896,3.5041290453145764,1.047733618935889,2.562943290163047,-0.14822296182069003,0.3603319113070884,-0.3896282222785855,-0.6324092715402168,0.9561942808804482,4.234844533023406,0.5207637314206406,-0.22658176915856235,0.712592172995972,-0.437328769680822,-2.87994441248578,-0.7547470210319013,-0.3962942062287253,0.017913948023353443,0.7864736337585027,0.5512409800047526,2.987573075366922,1.277048232163359,-1.9371647157173373,-2.8635547052566057,1
